year,game number,white,black,white num moves,black num moves,white ACPL,black ACPL,combined ACPL,ECO,opening,WC
1907,4,"Lasker, Emanuel","Marshall, Frank James",40,40,10.5,10.475,20.975,C12,"French Defense: MacCutcheon Variation, Lasker Variation",Emanuel Lasker
1907,5,"Marshall, Frank James","Lasker, Emanuel",41,41,9.560975609756097,8.146341463414634,17.70731707317073,D53,Queen's Gambit Declined: Lasker Defense,Emanuel Lasker
1907,6,"Lasker, Emanuel","Marshall, Frank James",21,21,11.142857142857142,13.428571428571429,24.57142857142857,C12,"French Defense: MacCutcheon Variation, Exchange Variation",Emanuel Lasker
1907,7,"Marshall, Frank James","Lasker, Emanuel",49,48,16.285714285714285,14.979166666666666,31.26488095238095,D32,Tarrasch Defense: Two Knights Variation,Emanuel Lasker
1907,8,"Lasker, Emanuel","Marshall, Frank James",67,66,26.16417910447761,34.196969696969695,60.36114880144731,C12,"French Defense: MacCutcheon Variation, Exchange Variation",Emanuel Lasker
1907,9,"Marshall, Frank James","Lasker, Emanuel",46,45,9.826086956521738,8.666666666666666,18.492753623188406,D32,Tarrasch Defense: Two Knights Variation,Emanuel Lasker
1907,10,"Lasker, Emanuel","Marshall, Frank James",48,47,12.791666666666666,12.127659574468085,24.91932624113475,C12,"French Defense: MacCutcheon Variation, Exchange Variation",Emanuel Lasker
1907,11,"Marshall, Frank James","Lasker, Emanuel",51,50,21.45098039215686,21.94,43.39098039215686,A83,"Dutch Defense: Staunton Gambit, Chigorin Variation",Emanuel Lasker
1907,12,"Lasker, Emanuel","Marshall, Frank James",45,45,16.066666666666666,42.62222222222222,58.68888888888888,C11,"French Defense: Classical Variation, Swiss Variation",Emanuel Lasker
1907,13,"Marshall, Frank James","Lasker, Emanuel",58,58,40.46551724137931,18.93103448275862,59.39655172413793,D07,"Queen's Gambit Declined: Chigorin Defense, Exchange Variation",Emanuel Lasker
1907,14,"Lasker, Emanuel","Marshall, Frank James",20,19,57.8,90.36842105263158,148.16842105263157,C11,"French Defense: Classical Variation, Swiss Variation",Emanuel Lasker
1907,15,"Marshall, Frank James","Lasker, Emanuel",37,37,42.45945945945946,29.91891891891892,72.37837837837839,D53,Queen's Gambit Declined: Lasker Defense,Emanuel Lasker
1908,1,"Lasker, Emanuel","Tarrasch, Siegbert",55,54,13.709090909090909,20.35185185185185,34.06094276094276,C68,Ruy Lopez: Exchange Variation,Emanuel Lasker
1908,2,"Tarrasch, Siegbert","Lasker, Emanuel",41,41,37.8780487804878,29.48780487804878,67.36585365853658,C66,"Ruy Lopez: Berlin Defense, Hedgehog Variation",Emanuel Lasker
1908,3,"Lasker, Emanuel","Tarrasch, Siegbert",43,43,43.06976744186046,34.25581395348837,77.32558139534883,C98,"Ruy Lopez: Closed, Chigorin Defense",Emanuel Lasker
1908,4,"Tarrasch, Siegbert","Lasker, Emanuel",41,41,44.65853658536585,17.24390243902439,61.90243902439024,C66,"Ruy Lopez: Berlin Defense, Hedgehog Variation",Emanuel Lasker
1908,5,"Lasker, Emanuel","Tarrasch, Siegbert",38,37,27.18421052631579,40.972972972972975,68.15718349928876,C98,"Ruy Lopez: Closed, Chigorin Defense",Emanuel Lasker
1908,6,"Tarrasch, Siegbert","Lasker, Emanuel",53,53,22.132075471698112,21.0188679245283,43.15094339622641,C10,French Defense: Rubinstein Variation,Emanuel Lasker
1908,7,"Lasker, Emanuel","Tarrasch, Siegbert",76,75,34.31578947368421,48.88,83.19578947368421,C12,French Defense: MacCutcheon Variation,Emanuel Lasker
1908,8,"Tarrasch, Siegbert","Lasker, Emanuel",48,48,16.125,15.291666666666666,31.416666666666664,C67,"Ruy Lopez: Berlin Defense, Rio de Janeiro Variation",Emanuel Lasker
1908,9,"Lasker, Emanuel","Tarrasch, Siegbert",71,71,13.183098591549296,12.56338028169014,25.746478873239436,C12,French Defense: MacCutcheon Variation,Emanuel Lasker
1908,10,"Tarrasch, Siegbert","Lasker, Emanuel",32,31,16.65625,16.967741935483872,33.62399193548387,C67,"Ruy Lopez: Berlin Defense, Rio de Janeiro Variation",Emanuel Lasker
1908,11,"Lasker, Emanuel","Tarrasch, Siegbert",28,26,18.571428571428573,39.69230769230769,58.26373626373626,C12,"French Defense: MacCutcheon Variation, Exchange Variation",Emanuel Lasker
1908,12,"Tarrasch, Siegbert","Lasker, Emanuel",65,64,27.16923076923077,34.21875,61.387980769230765,C49,"Four Knights Game: Spanish Variation, Double Spanish",Emanuel Lasker
1908,13,"Lasker, Emanuel","Tarrasch, Siegbert",44,43,14.772727272727273,23.813953488372093,38.586680761099366,D32,Tarrasch Defense: Symmetrical Variation,Emanuel Lasker
1908,14,"Tarrasch, Siegbert","Lasker, Emanuel",119,119,11.243697478991596,12.067226890756302,23.310924369747898,C67,"Ruy Lopez: Berlin Defense, Rio de Janeiro Variation",Emanuel Lasker
1908,15,"Lasker, Emanuel","Tarrasch, Siegbert",52,51,10.076923076923077,10.313725490196079,20.390648567119158,D02,Queen's Pawn Game: Krause Variation,Emanuel Lasker
1908,16,"Tarrasch, Siegbert","Lasker, Emanuel",26,26,43.15384615384615,32.26923076923077,75.42307692307692,C49,"Four Knights Game: Spanish Variation, Symmetrical Variation, Tarrasch Variation",Emanuel Lasker
1910,1,"Lasker, Emanuel","Janowski, Dawid Markelowicz",22,21,11.727272727272727,15.142857142857142,26.87012987012987,D41,Queen's Gambit Declined: Semi-Tarrasch Defense,Emanuel Lasker
1910,2,"Janowski, Dawid Markelowicz","Lasker, Emanuel",45,45,16.77777777777778,17.31111111111111,34.08888888888889,D05,Rubinstein Opening: Bogoljubov Defense,Emanuel Lasker
1910,3,"Lasker, Emanuel","Janowski, Dawid Markelowicz",101,100,13.178217821782178,13.21,26.388217821782177,D60,"Queen's Gambit Declined: Orthodox Defense, Botvinnik Variation",Emanuel Lasker
1910,4,"Janowski, Dawid Markelowicz","Lasker, Emanuel",31,31,16.93548387096774,13.580645161290322,30.516129032258064,D04,Queen's Pawn Game: Colle System,Emanuel Lasker
1910,5,"Lasker, Emanuel","Janowski, Dawid Markelowicz",29,28,38.93103448275862,61.42857142857143,100.35960591133005,D32,Tarrasch Defense: Two Knights Variation,Emanuel Lasker
1910,6,"Janowski, Dawid Markelowicz","Lasker, Emanuel",67,66,16.029850746268657,14.272727272727273,30.30257801899593,D02,Queen's Pawn Game: Symmetrical Variation,Emanuel Lasker
1910,7,"Lasker, Emanuel","Janowski, Dawid Markelowicz",46,45,26.23913043478261,37.333333333333336,63.572463768115945,D32,Tarrasch Defense: Two Knights Variation,Emanuel Lasker
